,sr87_sr86,nd143_nd144
88595,0.704605,0.512818
88596,0.704582,0.51279
88597,0.704676,0.512795
88598,0.704751,0.512796
88599,0.704701,0.512773
88600,0.704706,0.512796
88601,0.704545,0.512815
88602,0.704664,0.512789
88603,0.704651,0.512785
88604,0.704591,0.512806
88605,0.704588,0.512797
88606,0.704736,0.51278
88607,0.704528,0.512822
88608,0.704561,0.512806
88609,0.704708,0.51279
88610,0.704657,0.512789
88611,0.705086,0.512755
88612,0.704434,0.512816
88614,0.704904,0.51273
88618,0.704914,0.512767
88621,0.704832166,0.512777333
88622,0.705030788,0.512817
88623,0.705363,0.512745
88624,0.703923,0.512851
88626,0.705236565,0.512825333
88627,0.704137,0.512801
88628,0.7052,0.512863
88629,0.705564,0.512705
88632,0.70945,0.512601
88633,0.711481,0.512544
88634,0.708175,0.512651
88635,0.711409,0.512593
88636,0.709985,0.51257
88637,0.711808,0.512426
88639,0.707902,0.512511
88640,0.705422,0.512736
88641,0.705435,0.512763
88642,0.70533927,0.512668233
88643,0.705856,0.512698
88644,0.706338,0.512678
88647,0.705823,0.512702
88648,0.705267,0.512795
88650,0.705686,0.512736
88656,0.705848,0.512706
88658,0.70611,0.51273
88659,0.706296,0.512705
88660,0.706039,0.512686
88662,0.706195,0.512693
88663,0.705765,0.512751
88664,0.705451,0.512776
88665,0.705784,0.512747
88666,0.706018,0.512712
88675,0.706907,0.512711
88676,0.704739718,0.512737333
88678,0.703009254,0.512981
88685,0.706397,0.512653
88686,0.7125,0.512459
88688,0.705351563,0.512695
88689,0.705882364,0.512704
88692,0.707009424,0.51262
88700,0.70504,0.51282
88703,0.7051,0.51285
88705,0.70469,0.51279
88726,0.705644,0.512773
88727,0.705391,0.512783
88728,0.705361,0.512874
88729,0.705179,0.512883
88730,0.705439,0.512777
88731,0.704904,0.512907
88732,0.70562,0.512728
88733,0.705664,0.51269
88734,0.706113,0.512734
88735,0.705171,0.512883
88736,0.705191,0.512854
88739,0.705278,0.51287
88741,0.705365,0.512774
88743,0.70591,0.51274
88748,0.705536,0.512671
88749,0.705492,0.512618
88752,0.705363,0.51287
88754,0.705393,0.512662
88755,0.705813,0.512711
88758,0.705299,0.512746
88760,0.705453,0.512745
88761,0.70552,0.512716
88762,0.705303,0.512764
88763,0.705215,0.512734
88764,0.705594,0.512724
88765,0.705419,0.512743
88774,0.705373,0.51276
88776,0.705352,0.512753
88777,0.705371,0.512768
88778,0.705359,0.512738
88799,0.705473,0.512747
88800,0.705394,0.512743
88801,0.705943,0.512743
88803,0.705395,0.51274
88811,0.70672,0.512669
88813,0.705424,0.512742
88814,0.706653,0.512686
88815,0.705616,0.512711
88817,0.705730786,0.512701
88825,0.704782796,0.51278
88826,0.70371309,0.512952
88871,0.703611,0.511046
88873,0.703579,0.511125
88876,0.7035,0.511147
88878,0.703725,0.511125
88880,0.703659,0.511169
88881,0.703682,0.511124
88882,0.703564,0.511084
88883,0.703963,0.511054
88885,0.703615,0.511086
88893,0.72932,0.511759
88894,0.71955,0.511841
88920,0.709619,0.512119
88921,0.706774,0.512524
88922,0.70589,0.512466
88923,0.70703,0.51162
88924,0.706985,0.51197
88926,0.705748,0.512766
88929,0.708252,0.512106
88932,0.7214,0.51173
88933,0.70474,0.51239
88935,0.70424,0.51261
88936,0.70405,0.51268
88937,0.7078,0.51248
88938,0.70883,0.51237
88939,0.7075,0.51248
88940,0.70714,0.51256
88941,0.70317,0.51292
88943,0.703444,0.512975
88949,0.702666,0.513101
88950,0.702636,0.513098
88954,0.702583,0.513104
88955,0.703035,0.513042
88959,0.703288,0.513004
88960,0.702768,0.513067
88963,0.702511,0.513121
88964,0.70254,0.513075
88965,0.702489,0.513113
88968,0.702554,0.513105
88970,0.702622,0.513129
88974,0.702824,0.513084
88976,0.702749,0.513112
88977,0.702498,0.513111
88984,0.702517,0.513143
88986,0.702829,0.513081
88995,0.702649,0.51312
88998,0.703039,0.513009
88999,0.703038,0.513031
89000,0.703704,0.51298
89031,0.704538,0.513049
89032,0.703239,0.513007
89033,0.703333,0.513054
89041,0.704,0.513038
89042,0.70401,0.513035
89051,0.704005,0.512973
89057,0.703782,0.512995
89058,0.703748,0.512998
89066,0.703829,0.513079
89071,0.70387,0.513062
89073,0.70408,0.512985
89074,0.704068,0.512964
89075,0.704188,0.512979
89076,0.704181,0.512999
89086,0.703816,0.512995
89088,0.703643,0.513012
89099,0.70385,0.513059
89110,0.70415,0.513
89127,0.703878,0.512998
89154,0.703043,0.512947
89157,0.703044,0.512949
89167,0.703062,0.512946
89168,0.703154,0.512925
89169,0.705977,0.51298
89170,0.703459,0.512827
89171,0.703168,0.512904
89172,0.703154,0.512906
89174,0.70304,0.512908
89175,0.703152,0.512906
89176,0.703076,0.51291
89200,0.703105,0.512912
89201,0.703041,0.512914
89203,0.703252,0.512888
89205,0.703117,0.512911
89348,0.70295,0.513087
89349,0.70295,0.513081
89350,0.70305,0.513093
89480,0.702631,0.513174
89481,0.702713,0.513109
89560,0.706276,0.512011
89561,0.706154,0.511938
89575,0.70539,0.512654
89576,0.7057,0.512669
89596,0.703714,0.512605
89627,0.70555,0.51262
89628,0.70568,0.51263
89629,0.70531,0.51259
89630,0.70686,0.51258
89635,0.70578,0.51273
89637,0.70481,0.51275
89638,0.7056,0.51274
89639,0.7053,0.51276
89642,0.70604,0.51276
89649,0.70407,0.51297
89653,0.705565,0.512783
89654,0.70533,0.51279054
89655,0.70581,0.51262679
89657,0.70636,0.51282877
89658,0.70614,0.51286618
89663,0.70647,0.512773
89665,0.70714,0.512681
89667,0.7066,0.512795
89680,0.7062,0.51268
89681,0.70665,0.51264
89682,0.706,0.51259
89683,0.70553,0.51255
89685,0.707171,0.512339
89696,0.7071,0.512501
89704,0.70542,0.512691
89708,0.70522,0.512681
89709,0.70552,0.5127981
89711,0.70466,0.51282
89712,0.7048,0.51274
89717,0.70532,0.51276
89725,0.70509,0.51271
89726,0.70532,0.51272
89729,0.70518,0.51273
89732,0.70735,0.51218
89733,0.70739,0.51193
89738,0.70549,0.51268284
89740,0.70565,0.512612
89771,0.70643,0.51246
89773,0.70555,0.512688
89775,0.7053,0.51275548
89784,0.7066,0.512408
89795,0.70861,0.512181
89796,0.710042,0.512104165
89797,0.709294,0.512112
89798,0.7087,0.51212481
89804,0.70754,0.51247
89815,0.70832,0.51231
89816,0.7079,0.51264
89817,0.70669,0.51257
89818,0.70798,0.51263
89821,0.70529,0.51272
89823,0.70491,0.5127
89824,0.70539,0.51267
89827,0.70506,0.512618
89830,0.70704,0.51237
89834,0.70722,0.512511
89835,0.70688,0.51264
89836,0.73899,0.512147
89838,0.70654,0.51241
89839,0.70629,0.51267
89843,0.70871,0.51227
89849,0.70632,0.51241
89850,0.70584,0.51262
89851,0.70609,0.51235
89852,0.70652,0.51247
89853,0.70662,0.51248
89859,0.70572,0.51253366
89861,0.70585,0.51263048
89863,0.70593,0.51262497
89864,0.70602,0.51254
89871,0.705908,0.51254
89878,0.70649,0.512422
89879,0.70578,0.512605
89883,0.70636,0.512458
89892,0.70705,0.51255
89893,0.70713,0.51251
89896,0.70658,0.51263
89918,0.7037,0.51272
89978,0.703978,0.512641
89979,0.704471,0.512553
89980,0.70424,0.512708
89988,0.704414,0.512657
89989,0.705112,0.512567
90006,0.703234,0.512796
90007,0.70325,0.512751
90008,0.703658,0.512763
90014,0.70398,0.512816
90018,0.70324,0.5127505
90019,0.70402,0.512713
90020,0.70398,0.512621
90034,0.70326,0.512731
90068,0.703913,0.512789
90069,0.703612,0.5128
90101,0.706368,0.512482
90102,0.706346,0.512471
90107,0.709114,0.512155
90110,0.706552,0.512485
90234,0.705525,0.512573
90235,0.707244,0.512565
90262,0.705132,0.512534
90264,0.704593,0.512688
90272,0.70504,0.512604
90274,0.70529,0.512576
90277,0.708333,0.512527
90972,0.706572,0.512593
90974,0.705381,0.512656
90977,0.70607,0.512756
90979,0.706614,0.512619
91033,0.7054,0.51269
91034,0.70609,0.51248
91046,0.706361,0.512557
91048,0.704432,0.512708
91063,0.706719,0.512784
91065,0.707449,0.512626
91066,0.705181,0.512395
91068,0.707236,0.512388
91069,0.70529,0.512646
91070,0.70486,0.51265
91072,0.705835,0.512512
91073,0.70586,0.51245
91074,0.70589,0.51249
91075,0.70573,0.51249
91076,0.70611,0.512619
91077,0.70622,0.512565
91607,0.70813,0.512383
91613,0.70729,0.512445
91616,0.70625,0.512736
91618,0.70525,0.512634
91621,0.70649,0.512763
91622,0.70702,0.51253
91623,0.70625,0.512751
91634,0.708722,0.512432
91654,0.70729,0.512445
91655,0.70806,0.512717
91656,0.705869,0.512611
91657,0.704001,0.512561
91658,0.704203,0.512644
91666,0.705639,0.5127
91668,0.70658,0.512645
91669,0.7059,0.512668
91670,0.70625,0.512672
91671,0.70706,0.512659
91676,0.703476,0.512701
91678,0.704328,0.512677
91679,0.705309,0.512737
91680,0.707293,0.512745
91681,0.705003,0.512471
91686,0.703644,0.512663
91687,0.705677,0.512488
91688,0.706442,0.512548
91735,0.707279,0.512578
91737,0.70517,0.5126015
91971,0.706795,0.512545
91972,0.706624,0.512474
91981,0.707,0.512551
91989,0.703081,0.51303
91990,0.703185,0.51303
91991,0.703166,0.51306
92046,0.703384,0.51306
92047,0.703316,0.513022
92048,0.703682,0.51302
92099,0.70313,0.51298
92100,0.7032,0.51294
92101,0.70299,0.51297
92102,0.70306,0.51293
92103,0.7031,0.51297
92104,0.70315,0.51296
92105,0.703097,0.512974
92106,0.703888,0.512895
92107,0.703097,0.512976
92108,0.70326,0.512961
92112,0.703117,0.512939
92113,0.703047,0.512976
92114,0.70306,0.51299
92115,0.70307,0.512972857
92116,0.70311,0.51292
92154,0.703634,0.512942
92163,0.70365,0.512922
92224,0.703359,0.512905
92225,0.703896,0.512886
92267,0.703896,0.512886
92272,0.703434,0.512918
92273,0.70384,0.512714
92274,0.703926,0.512574
92299,0.703945,0.512787
92305,0.703896,0.512886
92307,0.703945,0.512787
92308,0.704563,0.512669
92309,0.704467,0.512683
92310,0.704438,0.512732
92311,0.704488,0.512684
92312,0.704085,0.512743
92313,0.704243,0.512727
92314,0.704126,0.512647
92315,0.704289,0.512692
92316,0.70448,0.512791
92317,0.704362,0.512804
92318,0.70371,0.512677
92439,0.701184,0.511017
92494,0.705204,0.512747
92495,0.704505,0.512841
92497,0.704663,0.512839
92498,0.705391,0.512731
92506,0.703962,0.512882
92507,0.704507,0.512801
92512,0.704655,0.512757
92513,0.704539,0.512777
92514,0.704466,0.512809
92515,0.704548,0.512813
92559,0.703642,0.512971
92573,0.704806,0.512761
92575,0.705073,0.512723
92580,0.702839,0.513086
92588,0.705811,0.512653
92594,0.704723,0.512808
92598,0.70432,0.512873
92606,0.704028,0.512885
92610,0.704228,0.512839
92653,0.704566,0.512774
92654,0.705143,0.512729
92655,0.703964,0.512893
92664,0.704485,0.512799
92668,0.704456,0.512817
92669,0.705251,0.512679
92672,0.704516,0.51279
92673,0.705055,0.512722
92676,0.704006,0.512904
92718,0.7054215,0.5126714
92719,0.7048506,0.5127473
92724,0.7043625,0.5128174
92726,0.704468,0.5127839
92727,0.7047574,0.5127551
92736,0.7040547,0.5128694
92737,0.7050174,0.5126916
92738,0.7041602,0.5128421
92739,0.7049128,0.5127385
92760,0.704358,0.512809
92761,0.70463,0.512795
92762,0.705506,0.512707
92763,0.704707,0.512785
92764,0.704395,0.512796
92765,0.704577,0.512747
92766,0.705006,0.512713
92802,0.704836,0.512767
92803,0.70464,0.512713
92804,0.705024,0.512762
92805,0.704547,0.512785
92806,0.704575,0.512806
92807,0.704624,0.512779
92808,0.704691,0.51274
92809,0.704508,0.512782
92822,0.704466,0.512824
92830,0.702915,0.513063
92831,0.703175,0.513037
92835,0.704046,0.512924
92841,0.70405,0.51294
92845,0.70412,0.51297
92851,0.70371575,0.51296525
92852,0.703119875,0.513055
92853,0.702989875,0.513049125
92854,0.703304,0.513037
92858,0.703499,0.512998
92861,0.703626,0.513039
92862,0.703719,0.513047
92863,0.703565,0.513038
92864,0.703851,0.512977
92865,0.703221,0.513055
92866,0.703919,0.513045
92867,0.70386,0.513035
92868,0.703933,0.512981
92869,0.703901,0.51296
92876,0.70392,0.512979
92877,0.703796,0.512974
92878,0.704073,0.512961
92879,0.70392,0.512951
92880,0.703986,0.512919
92881,0.70424,0.512952
92882,0.703826,0.512956
92883,0.70388,0.512976
92884,0.70392,0.512961
92885,0.704232,0.512945
92887,0.703586,0.513002
92888,0.70357,0.512985
92889,0.703693,0.513032
92890,0.703381,0.512963
92891,0.703606,0.513008
92897,0.703572,0.513011
92899,0.70331,0.513021
92901,0.703571,0.513014
92902,0.703611,0.513022
92904,0.703589,0.513011
92905,0.703605,0.513014
92908,0.703662,0.513048
92909,0.70353,0.513009
92917,0.703593,0.513006
92924,0.70342,0.512999
92928,0.704041,0.512967
92930,0.704231,0.512984
92931,0.70395,0.513001
92932,0.704061,0.512933
92933,0.704328,0.512962
92935,0.703820111,0.513021
92936,0.70347,0.513017
92937,0.703767,0.512962
92938,0.703812,0.513015
92940,0.703683,0.513006
92952,0.703655,0.512927
92955,0.704013,0.512689
92970,0.703673,0.512777
93054,0.706019,0.512535
93055,0.705574,0.512575
93060,0.705257,0.5126
93061,0.705072,0.512596
93065,0.70433,0.512798
93066,0.70427,0.512785
93067,0.70453,0.512822
93068,0.70398,0.512813
93069,0.70419,0.512795
93070,0.70449,0.512774
93071,0.70451,0.51283
93072,0.7046,0.512819
93077,0.706688627,0.512588235
93081,0.704592618,0.512645885
93096,0.705084,0.511918
93098,0.704919,0.512064
93099,0.704983,0.511936
93131,0.70289,0.512895
93132,0.702837,0.512909
93134,0.702826,0.512824
93135,0.702867,0.512873
93136,0.702831,0.512963
93137,0.702818,0.512943
93138,0.702846,0.512885
93139,0.702927,0.512909
93140,0.702846,0.512895
93142,0.702867,0.512878
93143,0.702934,0.51287
93144,0.70287,0.512921
93145,0.702864,0.512885
93146,0.702901,0.512871
93147,0.702913,0.512898
93149,0.702835,0.512854
93167,0.702826,0.51297
93168,0.702854,0.512965
93171,0.70309,0.512842
93172,0.702885,0.512922
93174,0.702951,0.512896
93176,0.702856,0.512872
93178,0.702818,0.512926
93179,0.702818,0.512923
93180,0.702806,0.512925
93286,0.70324,0.51298
93287,0.70339,0.51292
93290,0.703474,0.51291
93294,0.703512,0.51302
93312,0.705479,0.512670333
93319,0.703593,0.512924
93320,0.703487,0.512856
93328,0.703553,0.512848
93333,0.71382,0.512124
93334,0.715316,0.512085
93335,0.704551,0.512751
93336,0.705117,0.512736
93337,0.705217,0.512756
93348,0.703954,0.512745
93349,0.704191,0.512774
93350,0.703784,0.512927
93363,0.713236,0.512313
93364,0.713229,0.5123
93365,0.711707,0.512561
93375,0.704453,0.512874
93377,0.703846,0.512909
93378,0.704263,0.512944
93402,0.703559,0.51299
93407,0.706929,0.512968
93408,0.703642,0.512989
93430,0.703804,0.512985
93434,0.70395,0.512857
93436,0.703955,0.51288
93443,0.703995,0.512887
93444,0.704001,0.512864
93449,0.703891,0.512952
93450,0.703805,0.513005
93451,0.703903,0.512929
93457,0.704,0.51289
93467,0.704475,0.512797
93468,0.704415,0.512823
93469,0.704384,0.512822
93471,0.704568,0.512819
93473,0.704476,0.512793
93475,0.704549,0.512747
93476,0.704536,0.512753
93477,0.704407,0.512766
93480,0.704415,0.512794
93483,0.704392,0.512788
93484,0.704324,0.512787
93485,0.70439,0.512786
93497,0.705628,0.512691
93501,0.705628,0.512683
93502,0.705884,0.512718
93508,0.70664,0.51267
93509,0.70667,0.512641
93511,0.706644,0.512671
93521,0.70609,0.512578
93524,0.70574,0.51236
93526,0.70492,0.512828
93527,0.7054,0.512945
93529,0.70556,0.512707
93531,0.705283,0.512905
93532,0.70633,0.512666
93533,0.70607,0.512688
93552,0.704087,0.51291
93553,0.703958,0.512826
93555,0.704279,0.51283
93556,0.704442,0.512891
93557,0.704387,0.512745
93575,0.70447,0.512858
93576,0.70449,0.512866
93579,0.70446,0.51284
93580,0.70468,0.51286
93589,0.703882,0.512982
93591,0.704518,0.512785
93593,0.704366,0.512825
93594,0.704382,0.512825
93596,0.70431,0.512803
93597,0.704353,0.512827
93598,0.704219,0.512859
93601,0.704316,0.512808
93602,0.704286,0.512855
93606,0.704231,0.512839
93607,0.704252,0.51289
93619,0.704225,0.512831
93699,0.705539,0.512742
93700,0.705793,0.512729
93701,0.705741,0.512694
93702,0.705631,0.5127
93704,0.707655,0.512507
93711,0.705647,0.512676
93712,0.705876,0.512687
93715,0.70548,0.512741
93716,0.705435,0.512747
93737,0.705812,0.512683
93738,0.705825,0.512653
93739,0.705768,0.512699
93740,0.705888,0.512663
93747,0.70432,0.512662
93748,0.70453,0.512588
93749,0.70432,0.512662
93772,0.7046,0.512692
93778,0.70465,0.512741
93784,0.7047,0.512806
93790,0.70478,0.512684
93793,0.70465,0.512729
93794,0.70422,0.512821
93795,0.70419,0.512842
93815,0.704092,0.51277
93821,0.704659,0.512669
93828,0.706609,0.512595
93829,0.706686,0.512576
93830,0.706005,0.51259
93832,0.705637,0.512912
93833,0.705623,0.512914
93844,0.70395,0.512883
93845,0.70399,0.51289
93846,0.70396,0.512907
93847,0.70389,0.512776
93848,0.70474,0.51267
93870,0.70396,0.512975
93871,0.703983,0.512983
93873,0.70474,0.512743
93874,0.70502,0.51265
93875,0.70473,0.512743
93876,0.704685,0.51271
93877,0.704965,0.512609
93878,0.704714,0.512651
93879,0.704789,0.512713
93880,0.70502,0.51265
93881,0.70474,0.51267
93884,0.7055,0.512571
93885,0.70415,0.512818
93886,0.70534,0.512571
93890,0.70485,0.51266
93897,0.704,0.512806
93898,0.70389,0.512821
94574,0.70883,0.514339
94575,0.70925,0.514394
94576,0.70823,0.514202
94577,0.71315,0.514209
94578,0.70616,0.51422
94579,0.70864,0.51431
94580,0.7075,0.514238
94581,0.70597,0.514281
94582,0.71135,0.514293
94583,0.70945,0.514318
94584,0.70811,0.514268
94585,0.71309,0.514325
94846,0.7083,0.512586
94847,0.70465,0.512848
94947,0.71055,0.511055
94948,0.702401429,0.511853
94955,0.71262,0.511555
94957,0.70355,0.511098
95203,0.701512,0.512287
95629,0.703072,0.512802
95630,0.703036,0.512921
95633,0.708475,0.512327
95634,0.708048,0.512386
95638,0.707625,0.512416
95639,0.709284,0.512356
95642,0.707483,0.512356
95644,0.708288,0.512322
95646,0.512758,0.512518
95648,0.705215,0.512486
95649,0.706776,0.512505
95650,0.706098,0.512509
95651,0.706498,0.512263
95652,0.707579,0.512307
95653,0.705487,0.51233
95664,0.707633,0.512387
95665,0.708112,0.512376
95670,0.706301,0.512392
95671,0.707039,0.512382
95673,0.705726,0.512749
95674,0.708558,0.512379
95678,0.705553,0.512771
95685,0.705605,0.512606
95691,0.705329,0.512683
95697,0.707605,0.51213
95699,0.707017,0.512204
95704,0.70808,0.512275
95705,0.708647,0.512055
95706,0.707641,0.512349
95707,0.707167,0.512336
95708,0.707663,0.512159
95709,0.707671,0.512388
95713,0.708126,0.512296
95715,0.707809,0.512364
95718,0.707513,0.5123
95720,0.707559,0.512331
95724,0.708288,0.512322
95728,0.708475,0.512327
95729,0.706966,0.512147
95730,0.707637,0.512122
95731,0.707408,0.512127
95732,0.707811,0.512069
95733,0.707571,0.512125
95734,0.708168,0.512078
95735,0.7073,0.51213
95736,0.707971,0.512072
95737,0.708167,0.512091
95738,0.708072,0.512096
95739,0.708437,0.512095
95740,0.708133,0.512082
95741,0.708035,0.512071
95742,0.707758,0.512128
95743,0.707697,0.512114
95744,0.70394,0.512798
95762,0.708557,0.512394
95763,0.709082,0.512283
95765,0.708048,0.512386
95768,0.707625,0.512416
95770,0.709284,0.512356
95774,0.708053,0.512395
95775,0.705329,0.512729
95777,0.708329,0.512408
95801,0.708558,0.512353
95802,0.708101,0.512397
95818,0.703994,0.51271
95819,0.703849,0.512709
95820,0.703981,0.512651
95822,0.703816,0.512718
95823,0.703996,0.512672
95824,0.703886,0.512767
95826,0.704563,0.512713
95827,0.703859,0.512739
95829,0.704044,0.512695
95830,0.704126,0.512722
95833,0.70386,0.512668
95835,0.70452,0.512634
95838,0.70454,0.512641
95840,0.70451,0.512686
95842,0.70401,0.512656
95843,0.70441,0.512746
95846,0.70461,0.512707
95849,0.70456,0.512731
95850,0.70569,0.512697
95854,0.7052,0.512739
95855,0.70435,0.512729
95856,0.70397,0.51263
95858,0.703941,0.512666
95859,0.703908,0.512658
95862,0.703906,0.512661
95872,0.703914,0.512646
95875,0.70809,0.512544
95877,0.707194,0.512494
95880,0.707665,0.512373
95922,0.70413,0.51296
95926,0.70411,0.51298
95932,0.70347,0.5129
95937,0.70375,0.5129
95944,0.70307,0.513066
95947,0.703227,0.513042
95948,0.703255,0.513062
95949,0.703181,0.513071
95950,0.703323,0.513065
95951,0.703984,0.513034
95957,0.70366,0.512887
95960,0.70292,0.51305
95961,0.70283,0.513066
95988,0.70328,0.513076
95991,0.703914,0.512849
96041,0.703864,0.51304
96042,0.703826,0.513015
96047,0.703855,0.513041
96048,0.703558,0.512976
96160,0.702542,0.513109
96170,0.702802,0.513116
96171,0.702808,0.513109
96213,0.703219,0.513102
96215,0.703112,0.513026
96216,0.703283,0.513074
96223,0.70317,0.513089
96350,0.703343,0.513077
96353,0.703232,0.513073
96359,0.703113,0.513079
96360,0.703085,0.51303
96363,0.703198,0.51305
96364,0.703189,0.513045
96367,0.703119,0.513011
96370,0.702967,0.513025
96371,0.703578,0.513052
96454,0.70360527,0.512878293
96455,0.703527995,0.512918255
96456,0.70304868,0.512982278
96457,0.703398872,0.512979248
96458,0.703592666,0.512916334
96491,0.704338,0.512815
96494,0.704345,0.512804
96495,0.70439,0.512795
96497,0.704391,0.512795
96498,0.704377,0.512808
96499,0.70437,0.512794
96501,0.704358,0.512807
96508,0.70429,0.512827
96509,0.70428,0.512826
96510,0.70427,0.512828
96511,0.70426,0.512803
96512,0.70432,0.512834
96576,0.704878167,0.512755833
96578,0.704175,0.51273
96587,0.704196,0.512746
96589,0.703482,0.513051
96592,0.703317,0.513118
96639,0.704515,0.512708
96640,0.704047,0.512961
96641,0.703364,0.512963
96642,0.704422,0.51277
96656,0.703446,0.513055
96657,0.703089,0.513079
96666,0.702866,0.513087
96669,0.703377,0.513063
96670,0.705222,0.512511
96674,0.703403,0.513044
96676,0.703433,0.513014
96677,0.703504,0.513054
96680,0.703486,0.513026
96683,0.703469,0.513034
96684,0.703479,0.513016
96689,0.703473,0.513011
96692,0.703473,0.513016
96711,0.703435,0.513
96713,0.703278,0.513039
96715,0.703313,0.513042
96716,0.703257,0.513041
96718,0.702794,0.513066
96730,0.703344,0.513061
96743,0.70336,0.513083
96744,0.70337,0.513044
96745,0.703354,0.513061
96766,0.703315,0.513058
96775,0.703366,0.513044
96776,0.703419,0.51304
96797,0.70388,0.51293
96803,0.702869,0.513051
96806,0.704603,0.512812
96833,0.703595,0.512999
96834,0.703582,0.513041
96835,0.703976,0.513262
96836,0.703027,0.513217
96840,0.70259,0.513168
96842,0.704825,0.51281
96844,0.70729,0.512879
96896,0.704384,0.512785
96900,0.704528,0.512787
96931,0.70463,0.512798
96932,0.7051,0.5128
96933,0.70517,0.51281
96934,0.70487,0.512809
96935,0.70481,0.512844
96936,0.7049,0.512895
96937,0.70454,0.51291
96939,0.70456,0.512902
96948,0.702984,0.512972
96949,0.702972,0.512991
96952,0.70299,0.512957
96953,0.703005,0.512969
96957,0.705771,0.512424
96958,0.705702,0.512427
96961,0.703493,0.512871
96962,0.70349,0.51288
96963,0.703507,0.512879
96965,0.703062,0.512956
96966,0.703077,0.512962
97302,0.705104,0.512887
97315,0.706443,0.5125972
97316,0.7059,0.512406
97317,0.70749,0.512246
97398,0.70391,0.51275
97400,0.70374,0.51284
97404,0.70869,0.51275
97406,0.70413,0.51272
97407,0.70775,0.51277
97416,0.70405,0.51277
97424,0.703828,0.512752
97425,0.704072,0.512768
97427,0.703795,0.51277
97429,0.703724,0.512805
97434,0.703693,0.512792
97435,0.704258,0.512789
97438,0.703766,0.512837
97439,0.703918,0.512754
97443,0.70385,0.512752
97444,0.704182,0.512842
97446,0.703649,0.512828
97450,0.70374,0.51279
97451,0.703691,0.512822
97452,0.70442,0.51265
97453,0.70496,0.51256
97454,0.70499,0.51255
97455,0.70492,0.51254
97457,0.70454,0.51262
97458,0.70414,0.51267
97460,0.70496,0.51254
97462,0.70504,0.51254
97463,0.70497,0.51255
97469,0.70497,0.512535
97516,0.707671,0.512539
97549,0.702537,0.513077
97563,0.704285,0.51262
97582,0.70595,0.51282
97583,0.70694,0.51287
97594,0.70325,0.51291
97595,0.70312,0.51291
97596,0.70304,0.513
97597,0.70324,0.51292
97598,0.7074,0.512786
97601,0.7075,0.512718
97602,0.7071,0.512774
97603,0.7084,0.512815
97604,0.7081,0.512652
97606,0.7109,0.512661
97607,0.7116,0.512637
97628,0.703653,0.512275
97632,0.704698,0.512289
97634,0.70525,0.512305
97636,0.704405,0.512317
97637,0.705828,0.512302
97639,0.704989,0.512306
97647,0.7029255,0.512975
97648,0.702805556,0.512878571
97673,0.703245,0.512843
97674,0.703245,0.512843
97704,0.70455,0.512566
97709,0.70417,0.512694
97723,0.70498,0.512555
97724,0.70444,0.512682
97726,0.70423,0.512699
97732,0.704777,0.512492
97742,0.704953333,0.512462667
97743,0.70498,0.512461
97744,0.70511,0.512379
97748,0.704296,0.512719
97749,0.704488,0.512628
97750,0.704577,0.512615
97751,0.704454,0.512619
97753,0.703621,0.512911
97754,0.703623,0.512932
97758,0.704119,0.512751
97759,0.704207,0.5127
97760,0.70423,0.512693
97763,0.704583,0.512583
97764,0.703984,0.512782
97765,0.704284,0.512714
97766,0.704179,0.512726
97871,0.702582,0.51194
97872,0.7096,0.510947
97873,0.71007,0.510836
97875,0.70976,0.510912
97876,0.71239,0.511305
99108,0.704017,0.512886
99117,0.70367,0.5126
99119,0.70945,0.51261
99123,0.70669,0.51267
99131,0.75907,0.51258
99244,0.704294,0.51312
99247,0.703702,0.512998
99249,0.703757,0.512972
99264,0.703062,0.512933
99266,0.703076,0.512965
99273,0.703066,0.512984
99277,0.703877,0.512922
99278,0.704132,0.513118
99279,0.70522,0.513115
99280,0.705466,0.513059
99291,0.703121,0.512976
99294,0.703421,0.512961
99300,0.703849,0.512983
99301,0.704241,0.513097
99307,0.704209,0.513098
99308,0.704352,0.51306
99315,0.703811,0.512972
99321,0.704358,0.512148
99322,0.703901,0.512123
99323,0.703628,0.512121
99324,0.704241,0.512076
99325,0.703525,0.512079
99326,0.703669,0.512054
99327,0.705228,0.512098
99328,0.705136,0.512127
99329,0.704061,0.512094
99330,0.70358,0.512104
99331,0.704301,0.512127
99332,0.704512,0.512159
99333,0.703794,0.512069
99334,0.703566,0.51207
99335,0.703471,0.512089
99336,0.704227,0.512085
99337,0.703603,0.512085
99338,0.703542,0.512095
99339,0.703593,0.512087
99340,0.703917,0.512105
99341,0.70377,0.512075
99358,0.703647,0.512088
99359,0.70375,0.512061
99360,0.703604,0.512114
99361,0.70408,0.512095
99362,0.703462,0.512074
99363,0.703938,0.512097
99364,0.703723,0.512079
99365,0.703321,0.512083
99366,0.703623,0.512096
99367,0.706609,0.512044
99385,0.704596,0.512979
99386,0.70351,0.5131415
99399,0.705677,0.51292
99403,0.70537,0.512978
99404,0.704085,0.513137
99405,0.703692,0.512945
99408,0.704001,0.512934
99410,0.705096,0.512794
99413,0.704944,0.513037
99416,0.70551,0.513047
99423,0.703619,0.513017
99426,0.703344,0.512988
99428,0.705604,0.512872
99431,0.703179,0.512997
99434,0.703776,0.513011
99435,0.704235,0.512886
99439,0.703389,0.512937
99440,0.703365,0.512934
99444,0.703775,0.512916
99445,0.704865,0.512906
99446,0.704851,0.512928
99450,0.704846,0.512917
